# wavelength,transmission
1077.468820329605,0.0
1077.3913763790079,0.0
1077.3139435603046,0.0
1077.2365218710954,0.0
1077.1591113089814,0.0
1077.0817118715636,0.0
1077.0043235564438,0.0
1076.9269463612252,0.0
1076.8495802835114,0.0
1076.772225320906,0.0
1076.694881471014,0.0
1076.6175487314413,0.0
1076.5402270997938,0.0
1076.462916573678,0.0
1076.3856171507023,0.0
1076.308328828474,0.0
1076.2310516046032,0.0
1076.1537854766987,0.0
1076.076530442371,0.0
1075.9992864992312,0.0
1075.922053644891,0.0
1075.8448318769626,0.0
1075.7676211930595,0.0
1075.6904215907948,0.0
1075.6132330677835,0.0
1075.5360556216408,0.0
1075.458889249982,0.0
1075.3817339504237,0.0
1075.3045897205834,0.0
1075.2274565580783,0.0
1075.150334460528,0.0
1075.0732234255509,0.0
1074.996123450767,0.0
1074.9190345337972,0.0
1074.8419566722625,0.0
1074.7648898637851,0.0
1074.6878341059876,0.0
1074.610789396493,0.0
1074.5337557329256,0.0
1074.45673311291,0.0
1074.3797215340712,0.0
1074.302720994036,0.0
1074.225731490431,0.0
1074.1487530208826,0.0
1074.0717855830203,0.0
1073.9948291744718,0.0
1073.917883792867,0.0
1073.8409494358361,0.0
1073.7640261010097,0.0
1073.6871137860194,0.0
1073.6102124884972,0.0
1073.533322206076,0.0
1073.4564429363895,0.0
1073.3795746770718,0.0
1073.3027174257575,0.0
1073.2258711800825,0.0
1073.1490359376828,0.0
1073.0722116961956,0.0
1072.9953984532583,0.0
1072.9185962065087,0.0
1072.8418049535867,0.0
1072.7650246921312,0.0
1072.6882554197825,0.0
1072.611497134182,0.0
1072.5347498329709,0.0
1072.4580135137917,0.0
1072.3812881742874,0.0
1072.3045738121014,0.0
1072.2278704248786,0.0
1072.1511780102633,0.0
1072.0744965659017,0.0
1071.99782608944,0.0
1071.9211665785251,0.0
1071.844518030805,0.0
1071.7678804439279,0.0
1071.6912538155425,0.0
1071.614638143299,0.0
1071.538033424848,0.0
1071.4614396578397,0.0
1071.3848568399267,0.0
1071.308284968761,0.0
1071.2317240419957,0.0
1071.1551740572843,0.0
1071.0786350122817,0.0
1071.0021069046427,0.0
1070.9255897320231,0.0
1070.8490834920794,0.0
1070.7725881824688,0.0
1070.6961038008487,0.0
1070.6196303448778,0.0
1070.5431678122152,0.0
1070.4667162005208,0.0
1070.3902755074546,0.0
1070.313845730678,0.0
1070.2374268678527,0.0
1070.1610189166418,0.0
1070.0846218747072,0.0
1070.0082357397134,0.0
1069.931860509325,0.0
1069.8554961812067,0.0
1069.7791427530242,-0.011762280199527913
1069.7028002224445,-0.018832714990241414
1069.6264685871342,-0.017946807496881254
1069.5501478447616,-0.011078153304238163
1069.4738379929947,-0.00019865983948458982
1069.3975390295025,0.01272145242397597
1069.321250951955,0.02571364876305257
1069.2449737580232,0.036811079003185476
1069.1687074453773,0.0440543733602582
1069.0924520116894,0.04741792745264692
1069.0162074546322,0.051597919678197185
1068.9399737718782,0.06211608052439694
1068.8637509611017,0.08400311162111995
1068.787539019977,0.11402616681657303
1068.711337946179,0.14542082530539477
1068.6351477373837,0.1750815359843138
1068.5589683912672,0.20977714372102307
1068.482799905507,0.2598813757926274
1068.4066422777805,0.32370040841040104
1068.330495505766,0.38954779981582693
1068.2543595871432,0.44639416576929325
1068.1782345195911,0.4928485514024658
1068.1021203007906,0.5331312325394056
1068.0260169284225,0.5714014424783409
1067.9499244001681,0.6091152014240877
1067.8738427137107,0.6451487450275069
1067.7977718667325,0.678286879264314
1067.7217118569179,0.7079839009278013
1067.6456626819506,0.7347461357034023
1067.569624339516,0.7591040990247987
1067.4935968272994,0.7796694719151008
1067.4175801429876,0.7937344462946462
1067.3415742842672,0.8034841854329442
1067.265579248826,0.8127879543272212
1067.1895950343524,0.8228925048928054
1067.1136216385353,0.8331620793145775
1067.037659059064,0.8429342977919307
1066.9617072936294,0.851667144264143
1066.885766339922,0.8588801362062438
1066.8098361956334,0.8641258939294695
1066.7339168584558,0.8675296156944549
1066.6580083260824,0.869708133155463
1066.5821105962066,0.8712937576994302
1066.5062236665226,0.8729182611102193
1066.4303475347253,0.8751343431456494
1066.3544821985101,0.8778414060075159
1066.2786276555735,0.8806153968019487
1066.2027839036118,0.883030303097036
1066.1269509403232,0.8846639092078814
1066.0511287634054,0.8853939656212325
1065.9753173705574,0.8856263806083354
1065.8995167594785,0.8858204962353718
1065.8237269278688,0.886435262753672
1065.7479478734292,0.8879292388782499
1065.6721795938608,0.8906060477307061
1065.5964220868664,0.8937745319448477
1065.5206753501484,0.8963502465134369
1065.4449393814095,0.8972613526434124
1065.3692141783545,0.8962728300736346
1065.293499738688,0.8944910402542152
1065.2177960601155,0.8931416909173908
1065.1421031403422,0.8929388771862699
1065.0664209770755,0.89314976285036
1064.9907495680227,0.8927878027679529
1064.9150889108912,0.8909358542856014
1064.83943900339,0.8877465254840886
1064.7637998432283,0.8842177341653076
1064.6881714281162,0.881357016864923
1064.6125537557637,0.8796255234739719
1064.5369468238825,0.8787421111977497
1064.4613506301844,0.8783727982510522
1064.3857651723818,0.8782207424283393
1064.3101904481875,0.8782200674161743
1064.2346264553157,0.8783940413293652
1064.1590731914812,0.8787661032720474
1064.0835306543984,0.8793596698808914
1064.0079988417833,0.880136031661425
1063.9324777513525,0.880833090647223
1063.856967380823,0.8811387496320207
1063.781467727912,0.8807411771915084
1063.7059787903386,0.8793288074947495
1063.6305005658214,0.8766200708045402
1063.55503305208,0.8728282829730046
1063.4795762468345,0.8685745124280775
1063.4041301478064,0.8644914917462659
1063.3286947527167,0.8611847275448923
1063.2532700592883,0.8589973754357976
1063.1778560652433,0.858123842936979
1063.1024527683057,0.8587566729514914
1063.0270601661996,0.8610882443001371
1062.9516782566495,0.8650604956068985
1062.8763070373814,0.8692161585664231
1062.8009465061207,0.8717202593033384
1062.7255966605946,0.872138223739985
1062.650257498531,0.8710177398964671
1062.5749290176566,0.8689263527265721
1062.4996112157014,0.8664311247495797
1062.424304090394,0.8640981982455549
1062.3490076394644,0.8623297429292224
1062.2737218606433,0.8611199535774955
1062.1984467516622,0.8604005532876245
1062.1231823102526,0.8601033231067172
1062.0479285341469,0.860160101990744
1061.972685421079,0.8605027867635121
1061.8974529687823,0.8610633320757004
1061.822231174991,0.8617741103524189
1061.7470200374407,0.8625798583212325
1061.6718195538672,0.86344043189933
1061.5966297220061,0.8643166414966993
1061.5214505395952,0.8651693308145536
1061.4462820043718,0.8659593768218097
1061.3711241140745,0.8666476897314902
1061.2959768664418,0.8671952129772197
1061.2208402592137,0.867562923189684
1061.1457142901304,0.8677118301731345
1061.0705989569326,0.8676029768819024
1060.9954942573622,0.8671997779600172
1060.9204001891605,0.8665354667052153
1060.8453167500713,0.8657232772064171
1060.7702439378372,0.8648807474335144
1060.6951817502027,0.864125315583517
1060.6201301849126,0.8635743201511259
1060.545089239712,0.8633380471482889
1060.470058912347,0.8634342679442835
1060.3950392005643,0.8638151054574313
1060.3200301021106,0.8644313243283179
1060.245031614735,0.8652337309334459
1060.1700437361847,0.8661569584695918
1060.0950664642096,0.8670071354831489
1060.0200997965592,0.8675293367664753
1059.9451437309842,0.8674684783774167
1059.8701982652356,0.8666935652634488
1059.7952633970651,0.8657531567537037
1059.720339124225,0.8654270933763809
1059.6454254444684,0.8662693553301655
1059.5705223555487,0.867878575148456
1059.4956298552204,0.8696009052085338
1059.4207479412385,0.8707933281750562
1059.3458766113583,0.8711746996383787
1059.2710158633356,0.8709124566820368
1059.1961656949277,0.8702018354033505
1059.1213261038922,0.8692379064895156
1059.0464970879866,0.868215575334416
1058.97167864497,0.8673295821553852
1058.8968707726017,0.866774502109868
1058.8220734686413,0.8667447454120009
1058.74728673085,0.8674345570438021
1058.6725105569883,0.8689096281835564
1058.5977449448187,0.8707445673393452
1058.5229898921036,0.8723969739551205
1058.4482453966054,0.8733249069780593
1058.3735114560889,0.8730753167357788
1058.2987880683181,0.8718573926632983
1058.2240752310574,0.8701800579633683
1058.1493729420736,0.8685532920945479
1058.0746811991319,0.8674152042009412
1058.0,0.8668155852237207
1057.9253293424451,0.8666731203195851
1057.8506692242352,0.8669064608826638
1057.7760196431393,0.8674343270442504
1057.7013805969273,0.8681712914541629
1057.6267520833683,0.8690163641070605
1057.5521341002336,0.869865017097978
1057.4775266452943,0.8706128109862955
1057.402929716323,0.8711553947333182
1057.3283433110912,0.8713885056399385
1057.2537674273726,0.8712354766375083
1057.1792020629414,0.8707951104182967
1057.1046472155715,0.8702350163586757
1057.0301028830384,0.8697228257363815
1056.9555690631175,0.8694260280194066
1056.8810457535853,0.869493932040988
1056.806532952219,0.869842763635016
1056.7320306567958,0.8702267012885213
1056.657538865094,0.8703968558921399
1056.5830575748928,0.8701807247821274
1056.5085867839714,0.8696626985415472
1056.4341264901097,0.8689811320143961
1056.3596766910887,0.8682742631039666
1056.28523738469,0.8676802128552378
1056.210808568695,0.867336985537185
1056.1363902408866,0.867382468725073
1056.061982399048,0.8679166937497933
1055.9875850409633,0.8688274069047088
1055.9131981644166,0.8699283411176227
1055.8388217671934,0.8710333092753327
1055.764455847079,0.8719562815842403
1055.6901004018603,0.8725113854595468
1055.6157554293234,0.8725129054145733
1055.5414209272567,0.8717991881046909
1055.4670968934481,0.8704469844353167
1055.3927833256867,0.8686697558478289
1055.3184802217618,0.86668241065132
1055.244187579463,0.8646996756932891
1055.1699053965817,0.8629360964874104
1055.0956336709091,0.8616060373410821
1055.0213724002372,0.860884410263437
1054.9471215823582,0.8607003640085378
1054.8728812150657,0.8608883431798505
1054.7986512961534,0.8612827301320516
1054.7244318234157,0.8617226845184096
1054.6502227946473,0.8621160057931305
1054.5760242076444,0.8624228520254451
1054.5018360602035,0.8626047341692633
1054.4276583501207,0.8626231956812196
1054.3534910751944,0.8624398157945066
1054.2793342332225,0.8620584938004795
1054.2051878220032,0.8616310963097062
1054.1310518393366,0.8613417081881527
1054.0569262830224,0.8613742589847028
1053.9828111508616,0.8619125230403627
1053.908706440655,0.8631234044842974
1053.8346121502045,0.8647513307259383
1053.760528277313,0.8660964652922973
1053.6864548197834,0.8664730313762824
1053.6123917754192,0.8658823931972232
1053.538339142025,0.864956465505071
1053.464296917406,0.8643475106570416
1053.390265099367,0.8644210576957939
1053.3162436857149,0.8649967012706267
1053.2422326742565,0.8658328945191757
1053.1682320627988,0.8666888465328342
1053.0942418491502,0.8673598320243864
1053.020262031119,0.867698499815038
1052.946292606515,0.867562737530049
1052.872333573148,0.8668462011506324
1052.7983849288278,0.865790504647147
1052.7244466713664,0.8648334554585367
1052.650518798575,0.8644147097136363
1052.5766013082662,0.8648956901660334
1052.502694198253,0.8660195059392469
1052.428797466349,0.8672349239819871
1052.354911110368,0.8680495776347619
1052.2810351281253,0.8683853243666972
1052.2071695174363,0.8683380101638192
1052.1333142761166,0.8680040021247504
1052.0594694019833,0.8674795862584552
1051.985634892853,0.8668639955560137
1051.911810746545,0.866272948381039
1051.8379969608761,0.8658277040889826
1051.7641935336665,0.8656494246503231
1051.6904004627354,0.8658591700063831
1051.616617745903,0.866577898140921
1051.5428453809911,0.8679215312595362
1051.4690833658203,0.8696810047993241
1051.395331698213,0.8711265900273166
1051.3215903759926,0.8715471957875905
1051.2478593969818,0.870928634730014
1051.1741387590046,0.8696797312176356
1051.100428459886,0.8682149281842713
1051.026728497451,0.8669424226788913
1050.9530388695252,0.8660547808952136
1050.8793595739353,0.8654725958580718
1050.8056906085083,0.8650991289030321
1050.732031971072,0.8648377226793548
1050.6583836594543,0.8645918010930232
1050.5847456714844,0.8642655157092541
1050.5111180049917,0.8637792338758034
1050.437500657806,0.8630702601715095
1050.3638936277582,0.8620767457251362
1050.2902969126799,0.8607368937045553
1050.2167105104024,0.8589889592802671
1050.1431344187588,0.8567712495889881
1050.069568635582,0.8540436667310246
1049.9960131587056,0.8508864687596505
1049.9224679859642,0.8474216005434617
1049.8489331151923,0.8437709459025808
1049.775408544226,0.8400562862873421
1049.701894270901,0.8363840310580888
1049.6283902930545,0.8326416105173885
1049.5548966085232,0.8285528337188603
1049.481413215146,0.8238377967296668
1049.4079401107606,0.8182168308109533
1049.3344772932069,0.8114154931758989
1049.2610247603243,0.803469922113476
1049.187582509953,0.7949035754409973
1049.1141505399346,0.7862821431060677
1049.0407288481103,0.7781540919068257
1048.9673174323223,0.7702494571792307
1048.8939162904135,0.7611279750663347
1048.8205254202273,0.7492604672974444
1048.7471448196077,0.7331191309132493
1048.6737744863995,0.7115590274357196
1048.6004144184474,0.6846885344183846
1048.527064613598,0.6528721252923175
1048.4537250696974,0.6158365428797583
1048.3803957845923,0.5713554258782638
1048.3070767561308,0.5188928785659586
1048.233767982161,0.4639495454186051
1048.1604694605314,0.41298322260318326
1048.087181189092,0.3685694742261074
1048.0139031656922,0.32895064401875673
1047.9406353881834,0.2921424559404827
1047.8673778544166,0.256358697283328
1047.7941305622433,0.2211968739685646
1047.7208935095161,0.18684821733966017
1047.6476666940882,0.1540825628066825
1047.5744501138133,0.1274988163090545
1047.5012437665455,0.11247234298360503
1047.4280476501394,0.09757903877886105
1047.354861762451,0.06823591589317855
1047.2816861013357,0.057781557470105875
1047.2085206646507,0.056413701940961174
1047.1353654502532,0.05419334228453631
1047.062220456001,0.0504224277956373
1046.989085679752,0.044742989814625045
1046.9159611193659,0.03711635239786855
1046.8428467727024,0.028178708160135468
1046.769742637621,0.018651574737652735
1046.696648711983,0.009255865452951949
1046.62356499365,0.0007118897363896396
1046.5504914804837,-0.006260646452219389
1046.4774281703471,-0.010942640202206986
1046.404375061103,-0.01261559123118459
1046.3313321506157,-0.010561601464298498
1046.2582994367492,-0.004063374613837212
1046.1852769173684,0.0
1046.1122645903395,0.0
1046.0392624535282,0.0
1045.9662705048015,0.0
1045.8932887420267,0.0
1045.8203171630716,0.0
1045.7473557658054,0.0
1045.6744045480968,0.0
1045.6014635078157,0.0
1045.5285326428323,0.0
1045.455611951018,0.0
1045.3827014302435,0.0
1045.3098010783822,0.0
1045.2369108933058,0.0
1045.164030872888,0.0
1045.0911610150029,0.0
1045.0183013175247,0.0
1044.9454517783286,0.0
1044.8726123952904,0.0
1044.7997831662865,0.0
1044.7269640891936,0.0
1044.6541551618893,0.0
1044.5813563822517,0.0
1044.508567748159,0.0
1044.4357892574913,0.0
1044.363020908128,0.0
1044.2902626979494,0.0
1044.2175146248367,0.0
1044.1447766866713,0.0
1044.072048881336,0.0
1043.9993312067127,0.0
1043.9266236606857,0.0
1043.8539262411387,0.0
1043.7812389459557,0.0
1043.7085617730227,0.0
1043.6358947202248,0.0
1043.5632377854488,0.0
1043.4905909665813,0.0
1043.41795426151,0.0
1043.345327668123,0.0
1043.272711184309,0.0
1043.2001048079567,0.0
1043.127508536957,0.0
1043.0549223691999,0.0
1042.982346302576,0.0
1042.9097803349775,0.0
1042.8372244642965,0.0
1042.7646786884254,0.0
1042.6921430052582,0.0
1042.6196174126883,0.0
1042.5471019086108,0.0
1042.4745964909205,0.0
1042.402101157513,0.0
1042.3296159062852,0.0
1042.2571407351331,0.0
1042.1846756419552,0.0
1042.1122206246491,0.0
1042.039775681113,0.0
1041.9673408092472,0.0
1041.8949160069503,0.0
1041.8225012721234,0.0
1041.7500966026678,0.0
1041.6777019964843,0.0
1041.6053174514755,0.0
1041.5329429655437,0.0
1041.4605785365932,0.0
1041.388224162527,0.0
1041.3158798412499,0.0
1041.2435455706668,0.0
1041.171221348684,0.0
1041.0989071732067,0.0
1041.0266030421424,0.0
1040.9543089533984,0.0
1040.8820249048827,0.0
1040.8097508945036,0.0
1040.7374869201706,0.0
1040.665232979793,0.0
1040.5929890712819,0.0
1040.520755192547,0.0
1040.4485313415005,0.0
1040.3763175160545,0.0
1040.3041137141217,0.0
1040.2319199336146,0.0
1040.1597361724478,0.0
1040.0875624285352,0.0
1040.0153986997916,0.0
1039.9432449841331,0.0
1039.8711012794752,0.0
1039.7989675837348,0.0
1039.7268438948295,0.0
1039.6547302106765,0.0
1039.5826265291944,0.0
1039.5105328483028,0.0
1039.4384491659202,0.0
1039.3663754799675,0.0
1039.2943117883651,0.0
1039.2222580890345,0.0
1039.1502143798973,0.0
1039.0781806588764,0.0
1039.0061569238944,0.0
1038.934143172875,0.0
1038.8621394037423,0.0
1038.7901456144214,0.0
1038.7181618028374,0.0
1038.646187966916,0.0
1038.5742241045837,0.0
1038.5022702137676,0.0
1038.4303262923956,0.0
1038.358392338396,0.0
1038.2864683496969,0.0
1038.214554324228,0.0
1038.1426502599195,0.0
1038.070756154701,0.0
1037.9988720065048,0.0
1037.9269978132618,0.0
1037.8551335729044,0.0
1037.783279283365,0.0
1037.7114349425774,0.0
1037.6396005484755,0.0
1037.5677760989936,0.0
1037.4959615920668,0.0
1037.424157025631,0.0
1037.3523623976223,0.0
1037.280577705977,0.0
1037.2088029486333,0.0
1037.137038123528,0.0
1037.065283228601,0.0
1036.9935382617907,0.0
1036.9218032210363,0.0
1036.8500781042783,0.0
1036.778362909458,0.0
1036.706657634516,0.0
1036.6349622773948,0.0
1036.5632768360363,0.0
1036.4916013083841,0.0
1036.4199356923816,0.0
1036.348279985973,0.0
1036.2766341871031,0.0
1036.2049982937172,0.0
1036.133372303761,0.0
1036.0617562151817,0.0
1035.9901500259252,0.0
1035.9185537339401,0.0
1035.846967337174,0.0
1035.7753908335758,0.0
1035.7038242210947,0.0
1035.632267497681,0.0
1035.5607206612844,0.0
1035.4891837098564,0.0
1035.4176566413487,0.0
1035.346139453713,0.0
1035.2746321449024,0.0
1035.2031347128702,0.0
1035.1316471555697,0.0
1035.0601694709555,0.0
1034.9887016569828,0.0
1034.917243711607,0.0
1034.8457956327845,0.0
1034.7743574184713,0.0
1034.702929066625,0.0
1034.6315105752033,0.0
1034.5601019421647,0.0
1034.488703165468,0.0
1034.4173142430727,0.0
1034.3459351729389,0.0
1034.274565953027,0.0
1034.2032065812982,0.0
1034.1318570557144,0.0
1034.0605173742379,0.0
1033.9891875348312,0.0
1033.9178675354583,0.0
1033.8465573740825,0.0
1033.775257048669,0.0
1033.7039665571822,0.0
1033.6326858975883,0.0
1033.5614150678534,0.0
1033.4901540659444,0.0
1033.4189028898281,0.0
1033.347661537473,0.0
1033.2764300068475,0.0
1033.20520829592,0.0
1033.1339964026608,0.0
1033.06279432504,0.0
1032.9916020610276,0.0
1032.9204196085957,0.0
1032.8492469657153,0.0
1032.77808413036,0.0
1032.7069311005014,0.0
1032.635787874114,0.0
1032.564654449171,0.0
1032.4935308236477,0.0
1032.422416995519,0.0
1032.3513129627606,0.0
1032.2802187233488,0.0
1032.2091342752603,0.0
1032.1380596164731,0.0
1032.0669947449644,0.0
1031.9959396587135,0.0
1031.9248943556984,0.0
1031.8538588339,0.0
1031.7828330912973,0.0
1031.711817125872,0.0
1031.6408109356043,0.0
1031.5698145184774,0.0
1031.4988278724727,0.0
1031.4278509955736,0.0
1031.3568838857636,0.0
1031.2859265410266,0.0
1031.2149789593475,0.0
1031.1440411387111,0.0
1031.0731130771032,0.0
1031.0021947725106,0.0
1030.9312862229194,0.0
1030.8603874263179,0.0
1030.789498380693,0.0
1030.7186190840337,0.0
1030.6477495343295,0.0
1030.5768897295695,0.0
1030.5060396677436,0.0
1030.435199346843,0.0
1030.3643687648591,0.0
1030.2935479197834,0.0
1030.2227368096083,0.0
1030.1519354323268,0.0
1030.0811437859322,0.0
1030.0103618684188,0.0
1029.939589677781,0.0
1029.8688272120141,0.0
1029.7980744691138,0.0
1029.7273314470758,0.0
1029.6565981438978,0.0
1029.5858745575763,0.0
1029.5151606861093,0.0
1029.444456527496,0.0
1029.3737620797344,0.0
1029.3030773408248,0.0
1029.2324023087667,0.0
1029.161736981561,0.0
1029.091081357209,0.0
1029.0204354337122,0.0
1028.9497992090728,0.0
1028.879172681294,0.0
1028.808555848379,0.0
1028.7379487083317,0.0
1028.6673512591565,0.0
1028.5967634988585,0.0
1028.5261854254434,0.0
1028.4556170369171,0.0
1028.3850583312862,0.0
1028.3145093065584,0.0
1028.2439699607407,0.0
1028.173440291842,0.0
1028.102920297871,0.0
1028.0324099768368,0.0
1027.96190932675,0.0
1027.8914183456202,0.0
1027.8209370314592,0.0
1027.7504653822782,0.0
1027.6800033960894,0.0
1027.6095510709056,0.0
1027.5391084047399,0.0
1027.468675395606,0.0
1027.3982520415182,0.0
1027.3278383404913,0.0
1027.257434290541,0.0
1027.1870398896829,0.0
1027.1166551359338,0.0
1027.0462800273103,0.0
1026.9759145618305,0.0
1026.905558737512,0.0
1026.8352125523734,0.0
1026.7648760044344,0.0
