# wavelength,transmission
1026.6945490917146,0.0
1026.624231812234,0.0
1026.5539241640138,0.0
1026.4836261450748,0.0
1026.4133377534397,0.0
1026.3430589871302,0.0
1026.2727898441697,0.0
1026.2025303225817,0.0
1026.13228042039,0.0
1026.0620401356198,0.0
1025.9918094662955,0.0
1025.9215884104433,0.0
1025.8513769660894,0.0
1025.7811751312604,0.0
1025.7109829039837,0.0
1025.6408002822873,0.0
1025.5706272641994,0.0
1025.5004638477487,0.0
1025.4303100309653,0.0
1025.360165811879,0.0
1025.2900311885198,0.0
1025.2199061589197,0.0
1025.1497907211094,0.0
1025.0796848731218,0.0
1025.0095886129893,0.0
1024.939501938745,0.0
1024.8694248484228,0.0
1024.7993573400574,0.0
1024.7292994116833,0.0
1024.6592510613357,0.0
1024.589212287051,0.0
1024.5191830868653,0.0
1024.4491634588157,0.0
1024.37915340094,0.0
1024.3091529112758,0.0
1024.239161987862,0.0
1024.1691806287379,0.0
1024.0992088319429,0.0
1024.0292465955174,0.0
1023.959293917502,0.0
1023.8893507959382,0.0
1023.8194172288676,0.0
1023.7494932143329,0.0
1023.6795787503767,0.0
1023.6096738350424,0.0
1023.5397784663742,0.0
1023.4698926424165,0.0
1023.4000163612143,0.0
1023.3301496208131,0.0
1023.2602924192593,0.0
1023.1904447545991,0.0
1023.1206066248801,0.0
1023.0507780281496,0.0
1022.9809589624564,0.0
1022.9111494258486,0.0
1022.8413494163759,0.0
1022.771558932088,0.0
1022.7017779710355,0.0
1022.632006531269,0.0
1022.5622446108401,0.0
1022.4924922078008,0.0
1022.4227493202033,0.0
1022.353015946101,0.0
1022.2832920835469,0.0
1022.213577730596,0.0
1022.1438728853021,0.0
1022.0741775457207,0.0
1022.0044917099074,0.0
1021.9348153759186,0.0
1021.8651485418106,0.0
1021.7954912056412,0.0
1021.7258433654675,0.0
1021.6562050193487,0.0
1021.5865761653431,0.0
1021.51695680151,0.0
1021.4473469259098,0.0
1021.3777465366026,0.0
1021.3081556316494,0.0
1021.2385742091117,0.0
1021.1690022670515,0.0
1021.0994398035315,0.0
1021.0298868166147,0.0
1020.9603433043646,0.0
1020.8908092648459,0.0
1020.8212846961226,0.0
1020.7517695962598,0.0
1020.682263963324,0.0
1020.6127677953807,0.0
1020.5432810904972,0.0
1020.4738038467405,0.0
1020.4043360621785,0.0
1020.3348777348795,0.0
1020.2654288629125,0.0
1020.1959894443467,0.0
1020.1265594772523,0.0
1020.0571389596997,0.0
