194.99	10
195.26	10
195.52	10
195.79	16
196.06	-13
196.33	9
196.6	-7
196.87	9
197.13	-13
197.4	-13
197.67	-37
197.94	-9
198.21	-4
198.48	-18
198.74	18
199.01	1
199.28	-5
199.55	5
199.82	3
200.09	4
200.35	-11
200.62	-17
200.89	20
201.16	-1
201.43	-2
201.69	-5
201.96	19
202.23	-2
202.5	-16
202.77	8
203.04	20
203.3	20
203.57	-4
203.84	4
204.11	-3
204.38	4
204.64	-1
204.91	1
205.18	0
205.45	-9
205.72	8
205.98	-7
206.25	5
206.52	-6
206.79	16
207.06	26
207.32	-1
207.59	6
207.86	-25
208.13	18
208.4	16
208.67	42
208.93	-11
209.2	3
209.47	31
209.74	19
210	10
210.27	-3
210.54	14
210.81	-6
211.08	-2
211.34	18
211.61	-9
211.88	-3
212.15	5
212.42	8
212.68	33
212.95	12
213.22	-18
213.49	-3
213.76	-15
214.02	-3
214.29	4
214.56	-22
214.83	-29
215.09	-16
215.36	2
215.63	-1
215.9	-31
216.17	5
216.43	14
216.7	-23
216.97	4
217.24	-7
217.5	-6
217.77	-8
218.04	0
218.31	-2
218.58	-12
218.84	-3
219.11	19
219.38	-9
219.65	-3
219.91	-3
220.18	-8
220.45	-2
220.72	-36
220.98	27
221.25	2
221.52	-9
221.79	19
222.05	-6
222.32	2
222.59	-9
222.86	14
223.13	16
223.39	-2
223.66	13
223.93	-3
224.2	22
224.46	21
224.73	3
225	0
225.27	10
225.53	-36
225.8	33
226.07	9
226.34	12
226.6	-23
226.87	-8
227.14	-7
227.41	6
227.67	10
227.94	0
228.21	-4
228.48	-1
228.74	10
229.01	15
229.28	-2
229.55	-6
229.81	-18
230.08	21
230.35	27
230.61	14
230.88	-9
231.15	0
231.42	13
231.68	-18
231.95	32
232.22	10
232.49	-11
232.75	2
233.02	7
233.29	-9
233.56	4
233.82	-4
234.09	5
234.36	30
234.62	20
234.89	6
235.16	7
235.43	12
235.69	-5
235.96	9
236.23	10
236.5	3
236.76	-10
237.03	8
237.3	16
237.56	9
237.83	12
238.1	32
238.37	5
238.63	7
238.9	5
239.17	16
239.43	5
239.7	-4
239.97	4
240.24	7
240.5	-25
240.77	6
241.04	30
241.3	7
241.57	29
241.84	-3
242.1	-3
242.37	10
242.64	24
242.91	-9
243.17	16
243.44	17
243.71	4
243.97	16
244.24	22
244.51	38
244.77	-18
245.04	-48
245.31	14
245.58	19
245.84	-9
246.11	9
246.38	-14
246.64	-21
246.91	-16
247.18	-13
247.44	-4
247.71	-2
247.98	7
248.24	-6
248.51	-6
248.78	3
249.05	2
249.31	-12
249.58	11
249.85	-5
250.11	3
250.38	-2
250.65	19
250.91	-7
251.18	25
251.45	2
251.71	-31
251.98	-10
252.25	-1
252.51	9
252.78	-13
253.05	7
253.31	0
253.58	-3
253.85	-17
254.11	-9
254.38	-6
254.65	3
254.91	28
255.18	-6
255.45	7
255.71	-14
255.98	-33
256.25	21
256.51	9
256.78	7
257.05	25
257.31	-14
257.58	-4
257.85	-4
258.11	11
258.38	19
258.65	-3
258.91	8
259.18	0
259.45	-4
259.71	-26
259.98	-1
260.25	-33
260.51	1
260.78	-3
261.05	0
261.31	-12
261.58	-7
261.85	3
262.11	-8
262.38	26
262.65	19
262.91	-1
263.18	7
263.44	8
263.71	21
263.98	13
264.24	-15
264.51	9
264.78	12
265.04	44
265.31	7
265.58	18
265.84	-2
266.11	4
266.37	-19
266.64	12
266.91	15
267.17	0
267.44	22
267.71	16
267.97	-4
268.24	14
268.51	5
268.77	24
269.04	-13
269.3	15
269.57	4
269.84	9
270.1	-9
270.37	25
270.64	-9
270.9	-21
271.17	10
271.43	-26
271.7	19
271.97	-1
272.23	0
272.5	10
272.77	-4
273.03	-6
273.3	18
273.56	-2
273.83	1
274.1	-12
274.36	21
274.63	-12
274.89	1
275.16	-4
275.43	8
275.69	21
275.96	-11
276.23	1
276.49	44
276.76	1
277.02	19
277.29	-8
277.56	31
277.82	-11
278.09	2
278.35	18
278.62	-1
278.89	15
279.15	6
279.42	-13
279.68	1
279.95	-20
280.22	8
280.48	5
280.75	11
281.01	11
281.28	27
281.55	11
281.81	-4
282.08	9
282.34	-4
282.61	22
282.87	2
283.14	-5
283.41	1
283.67	-7
283.94	24
284.2	11
284.47	-32
284.74	1
285	9
285.27	-10
285.53	23
285.8	-5
286.06	5
286.33	-39
286.6	22
286.86	-17
287.13	4
287.39	-2
287.66	28
287.93	17
288.19	8
288.46	-13
288.72	-12
288.99	2
289.25	-2
289.52	-7
289.79	24
290.05	-19
290.32	4
290.58	7
290.85	5
291.11	3
291.38	3
291.64	-15
291.91	-18
292.18	37
292.44	17
292.71	4
