194.99	-87
195.26	-87
195.52	-87
195.79	-1
196.06	12
196.33	9
196.6	2
196.87	-4
197.13	11
197.4	17
197.67	-8
197.94	12
198.21	7
198.48	12
198.74	-15
199.01	-10
199.28	-2
199.55	-14
199.82	-8
200.09	11
200.35	6
200.62	0
200.89	21
201.16	22
201.43	5
201.69	-10
201.96	-3
202.23	42
202.5	16
202.77	11
203.04	6
203.3	-27
203.57	4
203.84	15
204.11	-12
204.38	-17
204.64	-8
204.91	4
205.18	6
205.45	-22
205.72	-18
205.98	17
206.25	7
206.52	9
206.79	0
207.06	20
207.32	3
207.59	15
207.86	6
208.13	20
208.4	20
208.67	5
208.93	-10
209.2	-6
209.47	16
209.74	-9
210	12
210.27	-3
210.54	34
210.81	6
211.08	-24
211.34	3
211.61	-9
211.88	15
212.15	-12
212.42	-11
212.68	-17
212.95	21
213.22	8
213.49	0
213.76	19
214.02	-9
214.29	-19
214.56	-7
214.83	30
215.09	5
215.36	6
215.63	11
215.9	1
216.17	3
216.43	26
216.7	-4
216.97	5
217.24	-2
217.5	-1
217.77	-10
218.04	17
218.31	16
218.58	24
218.84	-16
219.11	7
219.38	-6
219.65	-17
219.91	32
220.18	-2
220.45	-4
220.72	-42
220.98	17
221.25	-19
221.52	2
221.79	1
222.05	27
222.32	2
222.59	-16
222.86	10
223.13	-9
223.39	12
223.66	-6
223.93	17
224.2	-7
224.46	23
224.73	5
225	16
225.27	9
225.53	13
225.8	16
226.07	-20
226.34	-5
226.6	5
226.87	12
227.14	-24
227.41	-26
227.67	-12
227.94	11
228.21	-17
228.48	-11
228.74	11
229.01	12
229.28	-8
229.55	4
229.81	13
230.08	27
230.35	23
230.61	-11
230.88	6
231.15	-15
231.42	-19
231.68	-7
231.95	9
232.22	24
232.49	13
232.75	-12
233.02	-5
233.29	7
233.56	20
233.82	2
234.09	3
234.36	-29
234.62	11
234.89	12
235.16	4
235.43	-2
235.69	-15
235.96	-11
236.23	-10
236.5	13
236.76	10
237.03	-3
237.3	-24
237.56	6
237.83	-22
238.1	14
238.37	21
238.63	9
238.9	18
239.17	23
239.43	2
239.7	5
239.97	0
240.24	1
240.5	10
240.77	-21
241.04	0
241.3	-18
241.57	1
241.84	-18
242.1	12
242.37	-12
242.64	1
242.91	-5
243.17	20
243.44	6
243.71	23
243.97	-12
244.24	0
244.51	16
244.77	14
245.04	22
245.31	12
245.58	-15
245.84	-7
246.11	14
246.38	-1
246.64	-21
246.91	6
247.18	-5
247.44	21
247.71	8
247.98	-13
248.24	-9
248.51	27
248.78	19
249.05	-9
249.31	-2
249.58	-9
249.85	11
250.11	1
250.38	1
250.65	0
250.91	-3
251.18	1
251.45	-1
251.71	-8
251.98	-18
252.25	1
252.51	-17
252.78	10
253.05	-12
253.31	12
253.58	-22
253.85	-17
254.11	8
254.38	-3
254.65	-9
254.91	-2
255.18	-7
255.45	7
255.71	12
255.98	9
256.25	-30
256.51	6
256.78	40
257.05	-31
257.31	1
257.58	-20
257.85	-24
258.11	13
258.38	23
258.65	-8
258.91	-8
259.18	-4
259.45	1
259.71	1
259.98	-7
260.25	-1
260.51	18
260.78	-7
261.05	-3
261.31	-22
261.58	-18
261.85	-27
262.11	-5
262.38	-13
262.65	19
262.91	-6
263.18	5
263.44	-3
263.71	-1
263.98	0
264.24	-8
264.51	14
264.78	42
265.04	-7
265.31	-5
265.58	-18
265.84	15
266.11	10
266.37	5
266.64	2
266.91	9
267.17	-9
267.44	14
267.71	-2
267.97	-3
268.24	-4
268.51	-5
268.77	-7
269.04	-15
269.3	-3
269.57	8
269.84	13
270.1	-17
270.37	31
270.64	1
270.9	0
271.17	34
271.43	-19
271.7	-42
271.97	-16
272.23	1
272.5	19
272.77	32
273.03	0
273.3	-27
273.56	8
273.83	-1
274.1	-10
274.36	8
274.63	15
274.89	19
275.16	28
275.43	-5
275.69	21
275.96	1
276.23	-23
276.49	8
276.76	12
277.02	6
277.29	15
277.56	-19
277.82	1
278.09	41
278.35	8
278.62	2
278.89	-20
279.15	14
279.42	-1
279.68	-13
279.95	18
280.22	5
280.48	29
280.75	-20
281.01	-8
281.28	18
281.55	1
281.81	14
282.08	-2
282.34	7
282.61	-13
282.87	29
283.14	22
283.41	20
283.67	12
283.94	17
284.2	-7
284.47	14
284.74	-14
285	0
285.27	-2
285.53	-14
285.8	29
286.06	3
286.33	-4
286.6	-14
286.86	-5
287.13	1
287.39	3
287.66	9
287.93	4
288.19	-5
288.46	16
288.72	-9
288.99	-4
289.25	-9
289.52	-9
289.79	9
290.05	21
290.32	9
290.58	-13
290.85	1
291.11	26
291.38	-4
291.64	9
291.91	4
292.18	10
292.44	5
292.71	2
292.97	-5
293.24	-3
293.5	30
293.77	-7
294.04	-8
294.3	-17
294.57	25
294.83	-12
295.1	8
295.36	-5
295.63	-3
295.89	11
296.16	-1
296.43	12
296.69	11
296.96	12
297.22	-6
297.49	9
297.75	2
298.02	10
298.28	-13
298.55	-2
298.81	4
299.08	0
299.35	-4
299.61	19
299.88	-8
300.14	-1
300.41	4
300.67	19
300.94	22
301.2	21
301.47	-17
301.73	14
302	26
302.26	-26
302.53	12
302.79	-3
303.06	6
303.33	6
303.59	13
303.86	-10
304.12	-5
304.39	23
304.65	-9
304.92	48
305.18	9
305.45	-3
305.71	15
305.98	-11
306.24	19
306.51	19
306.77	-5
307.04	17
307.3	8
307.57	15
307.83	16
