194.99	-97.4
195.26	-97.4
195.52	-97.4
195.79	14.4
196.06	12
196.33	-1
196.6	0.8
196.87	16
197.13	5.2
197.4	14.4
197.67	6.8
197.94	3.8
198.21	4.4
198.48	-11.8
198.74	-15.4
199.01	-3.8
199.28	11.2
199.55	-7.8
199.82	12.4
200.09	1.2
200.35	2.8
200.62	4.8
200.89	-23.4
201.16	-3.2
201.43	3.6
201.69	0.4
201.96	-21.4
202.23	7.2
202.5	-24.2
202.77	10.6
203.04	12.8
203.3	3.6
203.57	12.8
203.84	12.8
204.11	9
204.38	-19.2
204.64	1.8
204.91	-6.8
205.18	9.4
205.45	-25.6
205.72	7.6
205.98	-6.8
206.25	-18.8
206.52	10
206.79	-3
207.06	-4.6
207.32	-0.6
207.59	7.6
207.86	18.6
208.13	-5.2
208.4	8
208.67	-16.8
208.93	-25.4
209.2	9.4
209.47	-7.2
209.74	1.2
210	5.4
210.27	10.2
210.54	-5.4
210.81	-1.8
211.08	-2
211.34	15.2
211.61	8.4
211.88	17
212.15	-11.8
212.42	-22
212.68	-1.4
212.95	1.4
213.22	9
213.49	-14
213.76	11.6
214.02	-8
214.29	-4.8
214.56	9
214.83	10
215.09	-3.2
215.36	-1.2
215.63	-31.2
215.9	2.2
216.17	9.8
216.43	-8
216.7	-14.6
216.97	-4.2
217.24	24.6
217.5	-5.4
217.77	14.4
218.04	-2.8
218.31	5.4
218.58	15.4
218.84	-2
219.11	4.6
219.38	13.4
219.65	7.4
219.91	-1.4
220.18	0.8
220.45	9.4
220.72	-4.2
220.98	-8.4
221.25	16.2
221.52	3.6
221.79	15.2
222.05	1
222.32	14
222.59	-5.8
222.86	-23.8
223.13	-0.6
223.39	-6.4
223.66	4.2
223.93	-0.6
224.2	6.6
224.46	-12
224.73	16
225	7
225.27	7.4
225.53	6.4
225.8	1.2
226.07	-20.4
226.34	3
226.6	0.2
226.87	13.2
227.14	3.4
227.41	-3
227.67	-1.6
227.94	-2
228.21	12.2
228.48	-5.6
228.74	22.8
229.01	15.4
229.28	1
229.55	2.2
229.81	3.8
230.08	-8.6
230.35	-2.2
230.61	7
230.88	3
231.15	-3.6
231.42	-0.4
231.68	14.6
231.95	-1.2
232.22	16.4
232.49	8.6
232.75	4.4
233.02	-10.8
233.29	-7.4
233.56	2.2
233.82	-13
234.09	21.6
234.36	6.8
234.62	22
234.89	-15
235.16	-2.2
235.43	-38.8
235.69	3.4
235.96	8.8
236.23	-0.4
236.5	3.6
236.76	4
237.03	9.8
237.3	8
237.56	3.6
237.83	-8.8
238.1	8.6
238.37	-14.2
238.63	17.6
238.9	4.6
239.17	7.2
239.43	18.8
239.7	11
239.97	10.2
240.24	-4.2
